year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-07-30,Jul,On View,Property Destruction,43,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-07-30,Jul,On View,Assault or Intimidation,61,50 or above,Male,White,Unarmed,Violent Crimes,White
2021,2021-07-31,Jul,On View,Aggravated Assault,48,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-01,Aug,Summoned/Cited,Assault or Intimidation,22,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-01,Aug,On View,"Theft, Auto-theft, and Larceny",21,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-17,Nov,Custodied,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-02,Aug,On View,Sexual Assault or Rape,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-02,Aug,On View,Robbery,41,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-09,Sep,Summoned/Cited,Assault or Intimidation,60,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-02,Aug,On View,Assault or Intimidation,42,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-02,Aug,On View,Assault or Intimidation,21,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-02,Aug,On View,"Theft, Auto-theft, and Larceny",29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-03,Aug,On View,Property Destruction,28,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-04,Aug,On View,Robbery,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-04,Aug,On View,Assault or Intimidation,25,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-01,Feb,Custodied,Sexual Assault or Rape,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-27,Oct,Custodied,Property Destruction,29,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-05,Aug,On View,Assault or Intimidation,52,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-05,Aug,Custodied,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-04,Oct,Custodied,Robbery,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-06,Aug,On View,Crime against sociey,25,20-29,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-08-06,Aug,On View,Assault or Intimidation,56,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-06,Aug,On View,Assault or Intimidation,25,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-06,Aug,On View,Assault or Intimidation,19,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-06,Aug,On View,Assault or Intimidation,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-07,Aug,Custodied,Assault or Intimidation,36,30-39,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-07,Aug,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-07,Aug,On View,Robbery,23,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-07,Aug,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-09,Aug,Custodied,"Theft, Auto-theft, and Larceny",32,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-08,Aug,On View,Crime against sociey,32,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-08-08,Aug,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-12,Aug,Custodied,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-09,Aug,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-09,Aug,On View,Property Destruction,74,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-12-30,Dec,Custodied,Robbery,74,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-09,Aug,On View,Drug-related,41,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-10,Aug,Summoned/Cited,Drug-related,44,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-10,Aug,Summoned/Cited,Drug-related,29,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-10,Aug,On View,Assault or Intimidation,17,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-10,Aug,On View,Assault or Intimidation,18,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-10,Aug,On View,Robbery,17,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-10,Aug,On View,Robbery,20,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-11,Aug,On View,Assault or Intimidation,17,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-11,Aug,On View,Assault or Intimidation,36,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-11,Aug,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-11,Aug,On View,Drug-related,22,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-11,Aug,Custodied,Sexual Assault or Rape,58,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-21,Nov,Custodied,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-12,Aug,On View,Assault or Intimidation,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-12,Aug,On View,Assault or Intimidation,26,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-08-13,Aug,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Robbery,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Robbery,27,20-29,Male,White,Weapon with a blade,Violent Crimes,White
2021,2021-08-14,Aug,On View,Assault or Intimidation,57,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-20,Aug,Custodied,"Theft, Auto-theft, and Larceny",21,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-15,Aug,On View,Property Destruction,32,30-39,Male,White,Weapon with a blade,Property Crimes,White
2021,2021-08-15,Aug,On View,Assault or Intimidation,24,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-12,Sep,Custodied,Aggravated Assault,27,20-29,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-17,Aug,Summoned/Cited,Drug-related,25,20-29,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-17,Aug,Summoned/Cited,Drug-related,62,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-18,Aug,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-18,Aug,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-18,Aug,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-18,Aug,On View,Assault or Intimidation,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-18,Aug,Summoned/Cited,Drug-related,38,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-19,Aug,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-07,Sep,Custodied,"Theft, Auto-theft, and Larceny",21,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-20,Aug,On View,Property Destruction,38,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-20,Aug,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-20,Aug,Summoned/Cited,Drug-related,61,50 or above,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-20,Aug,On View,Crime against sociey,26,20-29,Male,White,Weapon with a blade,Crime Against Society,White
2021,2021-08-20,Aug,On View,Assault or Intimidation,34,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-20,Aug,On View,Property Destruction,27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-22,Aug,On View,Sexual Assault or Rape,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-22,Aug,On View,Property Destruction,50,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-22,Aug,On View,Aggravated Assault,41,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-22,Aug,On View,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-24,Aug,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-24,Aug,On View,Assault or Intimidation,43,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-08-24,Aug,On View,Property Destruction,25,20-29,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-08-24,Aug,On View,Robbery,17,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-24,Aug,On View,Robbery,17,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-24,Aug,On View,Robbery,17,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-24,Aug,On View,Aggravated Assault,37,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-25,Aug,On View,Assault or Intimidation,39,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-25,Aug,On View,Assault or Intimidation,74,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-26,Aug,On View,Sexual Assault or Rape,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-26,Aug,Summoned/Cited,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-26,Aug,Summoned/Cited,Assault or Intimidation,16,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-09,Aug,On View,Property Destruction,32,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-29,Aug,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-29,Aug,On View,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-29,Aug,On View,Assault or Intimidation,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-13,Sep,Custodied,"Theft, Auto-theft, and Larceny",46,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-30,Aug,On View,Robbery,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-30,Aug,On View,Assault or Intimidation,37,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-30,Aug,On View,Crime against sociey,16,Under 20,Female,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-09-07,Sep,Custodied,Aggravated Assault,35,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-30,Aug,On View,"Theft, Auto-theft, and Larceny",37,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-30,Aug,On View,Crime against sociey,35,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-08-31,Aug,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-31,Aug,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-01,Sep,Summoned/Cited,Assault or Intimidation,43,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-01,Sep,On View,Crime against sociey,39,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-09-02,Sep,On View,Robbery,22,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-02,Sep,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-03,Sep,On View,Crime against sociey,31,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-09-04,Sep,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-04,Sep,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-12,Oct,Summoned/Cited,"Theft, Auto-theft, and Larceny",37,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-05,Sep,On View,Assault or Intimidation,28,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-09-05,Sep,On View,Property Destruction,31,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-06,Sep,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-06,Sep,Custodied,Aggravated Assault,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-27,Jan,Custodied,Assault or Intimidation,46,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-09-07,Sep,On View,Assault or Intimidation,50,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-08,Sep,Custodied,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-08,Sep,On View,Aggravated Assault,44,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-09-16,Sep,Summoned/Cited,Assault or Intimidation,72,50 or above,Male,White,Unarmed,Violent Crimes,White
2021,2021-09-10,Sep,On View,Sexual Assault or Rape,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-12,Sep,On View,Property Destruction,50,50 or above,Male,White,Unarmed,Property Crimes,White
2021,2021-10-28,Oct,Custodied,Crime against sociey,28,20-29,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-09-13,Sep,Custodied,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-14,Sep,On View,"Theft, Auto-theft, and Larceny",35,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-14,Sep,On View,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-14,Sep,On View,Property Destruction,35,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-14,Sep,On View,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,Custodied,Robbery,22,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-14,Sep,On View,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-14,Sep,On View,Crime against sociey,17,Under 20,Male,White,Weapon with a blade,Crime Against Society,White
2021,2021-09-15,Sep,Custodied,Aggravated Assault,45,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-15,Sep,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-16,Sep,Custodied,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-16,Sep,On View,Aggravated Assault,20,20-29,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2022-01-23,Jan,Custodied,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-18,Sep,On View,Assault or Intimidation,64,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-18,Sep,On View,Aggravated Assault,33,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-09-20,Sep,On View,Assault or Intimidation,55,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-21,Sep,On View,Aggravated Assault,44,40-49,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-09-22,Sep,On View,Aggravated Assault,39,30-39,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-09-22,Sep,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-22,Sep,On View,Assault or Intimidation,39,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-23,Sep,On View,Property Destruction,58,50 or above,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-02,Nov,Custodied,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-25,Sep,On View,Burglary or Trespassing,15,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-25,Sep,On View,Assault or Intimidation,16,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-25,Sep,On View,Assault or Intimidation,42,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-25,Sep,On View,Crime against sociey,50,50 or above,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-10-27,Oct,Custodied,Robbery,63,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-26,Sep,On View,Crime against sociey,30,30-39,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-09-26,Sep,On View,Aggravated Assault,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-26,Sep,On View,Aggravated Assault,20,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-22,Oct,Custodied,Robbery,63,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-26,Sep,On View,Assault or Intimidation,19,Under 20,Male,White,Unarmed,Violent Crimes,White
2021,2021-09-27,Sep,Custodied,Assault or Intimidation,42,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-02,Oct,Custodied,Aggravated Assault,24,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-27,Sep,On View,Drug-related,33,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,60,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,47,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,50,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,Custodied,Crime against sociey,34,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-09-30,Sep,On View,Property Destruction,26,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-12-27,Dec,Custodied,Robbery,20,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-30,Sep,On View,Assault or Intimidation,25,20-29,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Property Destruction,32,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-01,Oct,On View,Crime against sociey,16,Under 20,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-10-02,Oct,Summoned/Cited,Assault or Intimidation,50,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,Custodied,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Robbery,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,"Theft, Auto-theft, and Larceny",44,40-49,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-10-04,Oct,Summoned/Cited,Property Destruction,41,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-05,Oct,On View,Assault or Intimidation,24,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-05,Oct,On View,Drug-related,25,20-29,Female,White,Unarmed,Drug Crimes,White
2021,2021-10-13,Oct,Custodied,Property Destruction,45,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2022-02-15,Feb,Custodied,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-06,Oct,On View,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-06,Oct,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-06,Oct,On View,Aggravated Assault,28,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-07,Oct,On View,Drug-related,24,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-07,Oct,On View,Assault or Intimidation,56,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-07,Oct,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-08,Oct,Custodied,Drug-related,27,20-29,Female,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-08,Oct,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-08,Oct,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-17,Oct,Summoned/Cited,Crime against sociey,23,20-29,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-11-19,Nov,Custodied,Sexual Assault or Rape,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-10,Oct,On View,Assault or Intimidation,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-10,Oct,On View,Assault or Intimidation,45,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-10,Oct,Custodied,Drug-related,33,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-11,Nov,Summoned/Cited,Crime against sociey,19,Under 20,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-11,Oct,On View,Assault or Intimidation,21,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-12,Oct,On View,Aggravated Assault,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-31,Oct,Summoned/Cited,"Theft, Auto-theft, and Larceny",27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-12,Oct,On View,Crime against sociey,24,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-12,Oct,On View,Assault or Intimidation,57,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-13,Oct,On View,Assault or Intimidation,19,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-13,Oct,On View,Assault or Intimidation,20,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-14,Oct,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-14,Oct,Summoned/Cited,Property Destruction,43,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-14,Oct,On View,Aggravated Assault,61,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-14,Oct,On View,"Theft, Auto-theft, and Larceny",19,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-15,Oct,Custodied,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-09,Dec,Custodied,Sexual Assault or Rape,38,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-18,Oct,Custodied,Robbery,60,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-15,Oct,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-15,Oct,On View,Aggravated Assault,30,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-15,Oct,On View,Drug-related,44,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-15,Oct,On View,Assault or Intimidation,37,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-16,Oct,On View,Assault or Intimidation,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-16,Oct,On View,Assault or Intimidation,42,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,Custodied,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-17,Oct,On View,Crime against sociey,41,40-49,Female,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-11-10,Nov,Custodied,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-02,Feb,Custodied,"Theft, Auto-theft, and Larceny",35,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2022-01-17,Jan,Summoned/Cited,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-18,Oct,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-18,Oct,On View,Assault or Intimidation,28,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-10-19,Oct,On View,Assault or Intimidation,42,40-49,Female,White,Unarmed,Violent Crimes,White
2021,2021-10-19,Oct,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-19,Oct,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-19,Oct,Custodied,Aggravated Assault,43,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
